Ref_Date,GEO,Geographical classification,SEX,CAUSES,UNIT,Vector,Coordinate,Value
2001/2003,"Total, census metropolitan areas",,Males,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79916426,1.2.2.3,58.8
2002/2004,"Total, census metropolitan areas",,Males,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79916426,1.2.2.3,58.6
2003/2005,"Total, census metropolitan areas",,Males,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79916426,1.2.2.3,58.7
2004/2006,"Total, census metropolitan areas",,Males,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79916426,1.2.2.3,58.7
2005/2007,"Total, census metropolitan areas",,Males,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79916426,1.2.2.3,58.3
1996/1998,"Total, census metropolitan areas",,Males,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79916428,1.2.2.5,..
1997/1999,"Total, census metropolitan areas",,Males,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79916428,1.2.2.5,0
1998/2000,"Total, census metropolitan areas",,Males,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79916428,1.2.2.5,1
1999/2001,"Total, census metropolitan areas",,Males,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79916428,1.2.2.5,0
2000/2002,"Total, census metropolitan areas",,Males,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79916428,1.2.2.5,0
2001/2003,"Total, census metropolitan areas",,Males,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79916428,1.2.2.5,0
2002/2004,"Total, census metropolitan areas",,Males,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79916428,1.2.2.5,0
2003/2005,"Total, census metropolitan areas",,Males,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79916428,1.2.2.5,0
2004/2006,"Total, census metropolitan areas",,Males,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79916428,1.2.2.5,0
2005/2007,"Total, census metropolitan areas",,Males,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79916428,1.2.2.5,0
1996/1998,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,Cancer incidence,v79916429,1.2.3.1,74.7
1997/1999,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,Cancer incidence,v79916429,1.2.3.1,73.8
1998/2000,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,Cancer incidence,v79916429,1.2.3.1,73
1999/2001,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,Cancer incidence,v79916429,1.2.3.1,72.1
2000/2002,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,Cancer incidence,v79916429,1.2.3.1,70.3
2001/2003,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,Cancer incidence,v79916429,1.2.3.1,69
2002/2004,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,Cancer incidence,v79916429,1.2.3.1,67.6
2003/2005,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,Cancer incidence,v79916429,1.2.3.1,67.4
2004/2006,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,Cancer incidence,v79916429,1.2.3.1,66.4
2005/2007,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,Cancer incidence,v79916429,1.2.3.1,65
1996/1998,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79916430,1.2.3.2,73.7
1997/1999,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79916430,1.2.3.2,72.8
1998/2000,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79916430,1.2.3.2,72.1
1999/2001,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79916430,1.2.3.2,71.2
2000/2002,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79916430,1.2.3.2,69.4
2001/2003,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79916430,1.2.3.2,68.1
2002/2004,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79916430,1.2.3.2,66.7
2003/2005,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79916430,1.2.3.2,66.5
2004/2006,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79916430,1.2.3.2,65.5
2005/2007,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79916430,1.2.3.2,64.2
1996/1998,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79916431,1.2.3.3,75.7
1997/1999,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79916431,1.2.3.3,74.8
1998/2000,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79916431,1.2.3.3,74
1999/2001,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79916431,1.2.3.3,73.1
2000/2002,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79916431,1.2.3.3,71.3
2001/2003,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79916431,1.2.3.3,70
2002/2004,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79916431,1.2.3.3,68.5
2003/2005,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79916431,1.2.3.3,68.3
2004/2006,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79916431,1.2.3.3,67.3
2005/2007,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79916431,1.2.3.3,65.9
1996/1998,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,Statistically different from reference period five years previous,v79916433,1.2.3.5,..
1997/1999,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,Statistically different from reference period five years previous,v79916433,1.2.3.5,0
1998/2000,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,Statistically different from reference period five years previous,v79916433,1.2.3.5,0
1999/2001,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,Statistically different from reference period five years previous,v79916433,1.2.3.5,0
2000/2002,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,Statistically different from reference period five years previous,v79916433,1.2.3.5,-1
2001/2003,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,Statistically different from reference period five years previous,v79916433,1.2.3.5,0
2002/2004,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,Statistically different from reference period five years previous,v79916433,1.2.3.5,-1
2003/2005,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,Statistically different from reference period five years previous,v79916433,1.2.3.5,0
2004/2006,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,Statistically different from reference period five years previous,v79916433,1.2.3.5,0
2005/2007,"Total, census metropolitan areas",,Males,Bronchus and lung cancer,Statistically different from reference period five years previous,v79916433,1.2.3.5,-1
1996/1998,"Total, census metropolitan areas",,Males,Prostate cancer,Cancer incidence,v79916434,1.2.5.1,107.5
1997/1999,"Total, census metropolitan areas",,Males,Prostate cancer,Cancer incidence,v79916434,1.2.5.1,109.8
1998/2000,"Total, census metropolitan areas",,Males,Prostate cancer,Cancer incidence,v79916434,1.2.5.1,112.8
1999/2001,"Total, census metropolitan areas",,Males,Prostate cancer,Cancer incidence,v79916434,1.2.5.1,118.5
2000/2002,"Total, census metropolitan areas",,Males,Prostate cancer,Cancer incidence,v79916434,1.2.5.1,120.5
2001/2003,"Total, census metropolitan areas",,Males,Prostate cancer,Cancer incidence,v79916434,1.2.5.1,119.2
2002/2004,"Total, census metropolitan areas",,Males,Prostate cancer,Cancer incidence,v79916434,1.2.5.1,116.1
2003/2005,"Total, census metropolitan areas",,Males,Prostate cancer,Cancer incidence,v79916434,1.2.5.1,116.7
2004/2006,"Total, census metropolitan areas",,Males,Prostate cancer,Cancer incidence,v79916434,1.2.5.1,118.8
2005/2007,"Total, census metropolitan areas",,Males,Prostate cancer,Cancer incidence,v79916434,1.2.5.1,119.9
1996/1998,"Total, census metropolitan areas",,Males,Prostate cancer,"Low 95% confidence interval, cancer incidence",v79916435,1.2.5.2,106.3
1997/1999,"Total, census metropolitan areas",,Males,Prostate cancer,"Low 95% confidence interval, cancer incidence",v79916435,1.2.5.2,108.6
1998/2000,"Total, census metropolitan areas",,Males,Prostate cancer,"Low 95% confidence interval, cancer incidence",v79916435,1.2.5.2,111.6
1999/2001,"Total, census metropolitan areas",,Males,Prostate cancer,"Low 95% confidence interval, cancer incidence",v79916435,1.2.5.2,117.2
2000/2002,"Total, census metropolitan areas",,Males,Prostate cancer,"Low 95% confidence interval, cancer incidence",v79916435,1.2.5.2,119.2
2001/2003,"Total, census metropolitan areas",,Males,Prostate cancer,"Low 95% confidence interval, cancer incidence",v79916435,1.2.5.2,118
2002/2004,"Total, census metropolitan areas",,Males,Prostate cancer,"Low 95% confidence interval, cancer incidence",v79916435,1.2.5.2,114.9
2003/2005,"Total, census metropolitan areas",,Males,Prostate cancer,"Low 95% confidence interval, cancer incidence",v79916435,1.2.5.2,115.6
2004/2006,"Total, census metropolitan areas",,Males,Prostate cancer,"Low 95% confidence interval, cancer incidence",v79916435,1.2.5.2,117.6
2005/2007,"Total, census metropolitan areas",,Males,Prostate cancer,"Low 95% confidence interval, cancer incidence",v79916435,1.2.5.2,118.8
1996/1998,"Total, census metropolitan areas",,Males,Prostate cancer,"High 95% confidence interval, cancer incidence",v79916436,1.2.5.3,108.7
1997/1999,"Total, census metropolitan areas",,Males,Prostate cancer,"High 95% confidence interval, cancer incidence",v79916436,1.2.5.3,111
1998/2000,"Total, census metropolitan areas",,Males,Prostate cancer,"High 95% confidence interval, cancer incidence",v79916436,1.2.5.3,114
1999/2001,"Total, census metropolitan areas",,Males,Prostate cancer,"High 95% confidence interval, cancer incidence",v79916436,1.2.5.3,119.7
2000/2002,"Total, census metropolitan areas",,Males,Prostate cancer,"High 95% confidence interval, cancer incidence",v79916436,1.2.5.3,121.7
2001/2003,"Total, census metropolitan areas",,Males,Prostate cancer,"High 95% confidence interval, cancer incidence",v79916436,1.2.5.3,120.5
2002/2004,"Total, census metropolitan areas",,Males,Prostate cancer,"High 95% confidence interval, cancer incidence",v79916436,1.2.5.3,117.2
2003/2005,"Total, census metropolitan areas",,Males,Prostate cancer,"High 95% confidence interval, cancer incidence",v79916436,1.2.5.3,117.9
2004/2006,"Total, census metropolitan areas",,Males,Prostate cancer,"High 95% confidence interval, cancer incidence",v79916436,1.2.5.3,120
2005/2007,"Total, census metropolitan areas",,Males,Prostate cancer,"High 95% confidence interval, cancer incidence",v79916436,1.2.5.3,121.1
1996/1998,"Total, census metropolitan areas",,Males,Prostate cancer,Statistically different from reference period five years previous,v79916438,1.2.5.5,..
1997/1999,"Total, census metropolitan areas",,Males,Prostate cancer,Statistically different from reference period five years previous,v79916438,1.2.5.5,1
1998/2000,"Total, census metropolitan areas",,Males,Prostate cancer,Statistically different from reference period five years previous,v79916438,1.2.5.5,1
1999/2001,"Total, census metropolitan areas",,Males,Prostate cancer,Statistically different from reference period five years previous,v79916438,1.2.5.5,1
2000/2002,"Total, census metropolitan areas",,Males,Prostate cancer,Statistically different from reference period five years previous,v79916438,1.2.5.5,1
2001/2003,"Total, census metropolitan areas",,Males,Prostate cancer,Statistically different from reference period five years previous,v79916438,1.2.5.5,0
